"REF_DATE","GEO","DGUID","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1928","Canada","2016A000011124","Value of natural honey and wax","Dollars","81","thousands","3","v47899","1.6","2556","","","t","0"
"1928","Prince Edward Island","2016A000211","Beekeepers","Number","223","units ","0","v47850","2.1","12","","","","0"
"1928","Prince Edward Island","2016A000211","Colonies","Number","223","units ","0","v47860","2.2","180","","","","0"
"1928","Prince Edward Island","2016A000211","Average yield per colony","Pounds","254","units ","0","v47870","2.3","53","","","t","0"
"1928","Prince Edward Island","2016A000211","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47880","2.4","10","","","","0"
"1928","Prince Edward Island","2016A000211","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47890","2.5","1","","","","0"
"1928","Prince Edward Island","2016A000211","Value of natural honey and wax","Dollars","81","thousands","3","v47900","2.6","1","","","t","0"
"1928","Nova Scotia","2016A000212","Beekeepers","Number","223","units ","0","v47851","3.1","270","","","","0"
"1928","Nova Scotia","2016A000212","Colonies","Number","223","units ","0","v47861","3.2","1470","","","","0"
"1928","Nova Scotia","2016A000212","Average yield per colony","Pounds","254","units ","0","v47871","3.3","38","","","t","0"
"1928","Nova Scotia","2016A000212","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47881","3.4","55","","","","0"
"1928","Nova Scotia","2016A000212","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47891","3.5","7","","","","0"
"1928","Nova Scotia","2016A000212","Value of natural honey and wax","Dollars","81","thousands","3","v47901","3.6","7","","","t","0"
"1928","New Brunswick","2016A000213","Beekeepers","Number","223","units ","0","v47852","4.1","420","","","","0"
"1928","New Brunswick","2016A000213","Colonies","Number","223","units ","0","v47862","4.2","2100","","","","0"
"1928","New Brunswick","2016A000213","Average yield per colony","Pounds","254","units ","0","v47872","4.3","30","","","t","0"
"1928","New Brunswick","2016A000213","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47882","4.4","64","","","","0"
"1928","New Brunswick","2016A000213","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47892","4.5","10","","","","0"
"1928","New Brunswick","2016A000213","Value of natural honey and wax","Dollars","81","thousands","3","v47902","4.6","11","","","t","0"
"1928","Quebec","2016A000224","Beekeepers","Number","223","units ","0","v47853","5.1","7930","","","","0"
"1928","Quebec","2016A000224","Colonies","Number","223","units ","0","v47863","5.2","105710","","","","0"
"1928","Quebec","2016A000224","Average yield per colony","Pounds","254","units ","0","v47873","5.3","38","","","t","0"
"1928","Quebec","2016A000224","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47883","5.4","4025","","","","0"
"1928","Quebec","2016A000224","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47893","5.5","611","","","","0"
"1928","Quebec","2016A000224","Value of natural honey and wax","Dollars","81","thousands","3","v47903","5.6","640","","","t","0"
"1928","Ontario","2016A000235","Beekeepers","Number","223","units ","0","v47854","6.1","8000","","","","0"
"1928","Ontario","2016A000235","Colonies","Number","223","units ","0","v47864","6.2","168000","","","","0"
"1928","Ontario","2016A000235","Average yield per colony","Pounds","254","units ","0","v47874","6.3","80","","","t","0"
"1928","Ontario","2016A000235","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47884","6.4","13440","","","","0"
"1928","Ontario","2016A000235","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47894","6.5","1076","","","","0"
"1928","Ontario","2016A000235","Value of natural honey and wax","Dollars","81","thousands","3","v47904","6.6","1126","","","t","0"
"1928","Manitoba","2016A000246","Beekeepers","Number","223","units ","0","v47855","7.1","1960","","","","0"
"1928","Manitoba","2016A000246","Colonies","Number","223","units ","0","v47865","7.2","29680","","","","0"
"1928","Manitoba","2016A000246","Average yield per colony","Pounds","254","units ","0","v47875","7.3","97","","","t","0"
"1928","Manitoba","2016A000246","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47885","7.4","2887","","","","0"
"1928","Manitoba","2016A000246","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47895","7.5","375","","","","0"
"1928","Manitoba","2016A000246","Value of natural honey and wax","Dollars","81","thousands","3","v47905","7.6","393","","","t","0"
"1928","Saskatchewan","2016A000247","Beekeepers","Number","223","units ","0","v47856","8.1","1180","","","","0"
"1928","Saskatchewan","2016A000247","Colonies","Number","223","units ","0","v47866","8.2","5170","","","","0"
"1928","Saskatchewan","2016A000247","Average yield per colony","Pounds","254","units ","0","v47876","8.3","82","","","t","0"
"1928","Saskatchewan","2016A000247","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47886","8.4","422","","","","0"
"1928","Saskatchewan","2016A000247","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47896","8.5","77","","","","0"
"1928","Saskatchewan","2016A000247","Value of natural honey and wax","Dollars","81","thousands","3","v47906","8.6","81","","","t","0"
"1928","Alberta","2016A000248","Beekeepers","Number","223","units ","0","v47857","9.1","200","","","","0"
"1928","Alberta","2016A000248","Colonies","Number","223","units ","0","v47867","9.2","4150","","","","0"
"1928","Alberta","2016A000248","Average yield per colony","Pounds","254","units ","0","v47877","9.3","81","","","t","0"
"1928","Alberta","2016A000248","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47887","9.4","336","","","","0"
"1928","Alberta","2016A000248","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47897","9.5","67","","","","0"
"1928","Alberta","2016A000248","Value of natural honey and wax","Dollars","81","thousands","3","v47907","9.6","70","","","t","0"
"1928","British Columbia","2016A000259","Beekeepers","Number","223","units ","0","v47858","10.1","2700","","","","0"
"1928","British Columbia","2016A000259","Colonies","Number","223","units ","0","v47868","10.2","19210","","","","0"
"1928","British Columbia","2016A000259","Average yield per colony","Pounds","254","units ","0","v47878","10.3","51","","","t","0"
"1928","British Columbia","2016A000259","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47888","10.4","986","","","","0"
"1928","British Columbia","2016A000259","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47898","10.5","217","","","","0"
"1928","British Columbia","2016A000259","Value of natural honey and wax","Dollars","81","thousands","3","v47908","10.6","227","","","t","0"
"1929","Canada","2016A000011124","Beekeepers","Number","223","units ","0","v47849","1.1","22304","","","","0"
"1929","Canada","2016A000011124","Colonies","Number","223","units ","0","v47859","1.2","345880","","","","0"
"1929","Canada","2016A000011124","Average yield per colony","Pounds","254","units ","0","v47869","1.3","67","","","t","0"
"1929","Canada","2016A000011124","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47879","1.4","23164","","","","0"
"1929","Canada","2016A000011124","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47889","1.5","2128","","","","0"
"1929","Canada","2016A000011124","Value of natural honey and wax","Dollars","81","thousands","3","v47899","1.6","2228","","","t","0"
"1929","Prince Edward Island","2016A000211","Beekeepers","Number","223","units ","0","v47850","2.1","14","","","","0"
"1929","Prince Edward Island","2016A000211","Colonies","Number","223","units ","0","v47860","2.2","190","","","","0"
"1929","Prince Edward Island","2016A000211","Average yield per colony","Pounds","254","units ","0","v47870","2.3","74","","","t","0"
"1929","Prince Edward Island","2016A000211","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47880","2.4","14","","","","0"
"1929","Prince Edward Island","2016A000211","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47890","2.5","2","","","","0"
"1929","Prince Edward Island","2016A000211","Value of natural honey and wax","Dollars","81","thousands","3","v47900","2.6","2","","","t","0"
"1929","Nova Scotia","2016A000212","Beekeepers","Number","223","units ","0","v47851","3.1","270","","","","0"
"1929","Nova Scotia","2016A000212","Colonies","Number","223","units ","0","v47861","3.2","1510","","","","0"
"1929","Nova Scotia","2016A000212","Average yield per colony","Pounds","254","units ","0","v47871","3.3","42","","","t","0"
"1929","Nova Scotia","2016A000212","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47881","3.4","64","","","","0"
"1929","Nova Scotia","2016A000212","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47891","3.5","8","","","","0"
"1929","Nova Scotia","2016A000212","Value of natural honey and wax","Dollars","81","thousands","3","v47901","3.6","8","","","t","0"
"1929","New Brunswick","2016A000213","Beekeepers","Number","223","units ","0","v47852","4.1","410","","","","0"
"1929","New Brunswick","2016A000213","Colonies","Number","223","units ","0","v47862","4.2","2000","","","","0"
"1929","New Brunswick","2016A000213","Average yield per colony","Pounds","254","units ","0","v47872","4.3","44","","","t","0"
"1929","New Brunswick","2016A000213","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47882","4.4","87","","","","0"
"1929","New Brunswick","2016A000213","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47892","4.5","10","","","","0"
"1929","New Brunswick","2016A000213","Value of natural honey and wax","Dollars","81","thousands","3","v47902","4.6","11","","","t","0"
"1929","Quebec","2016A000224","Beekeepers","Number","223","units ","0","v47853","5.1","7970","","","","0"
"1929","Quebec","2016A000224","Colonies","Number","223","units ","0","v47863","5.2","106330","","","","0"
"1929","Quebec","2016A000224","Average yield per colony","Pounds","254","units ","0","v47873","5.3","38","","","t","0"
"1929","Quebec","2016A000224","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47883","5.4","4069","","","","0"
"1929","Quebec","2016A000224","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47893","5.5","435","","","","0"
"1929","Quebec","2016A000224","Value of natural honey and wax","Dollars","81","thousands","3","v47903","5.6","456","","","t","0"
"1929","Ontario","2016A000235","Beekeepers","Number","223","units ","0","v47854","6.1","7500","","","","0"
"1929","Ontario","2016A000235","Colonies","Number","223","units ","0","v47864","6.2","172000","","","","0"
"1929","Ontario","2016A000235","Average yield per colony","Pounds","254","units ","0","v47874","6.3","79","","","t","0"
"1929","Ontario","2016A000235","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47884","6.4","13588","","","","0"
"1929","Ontario","2016A000235","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47894","6.5","952","","","","0"
"1929","Ontario","2016A000235","Value of natural honey and wax","Dollars","81","thousands","3","v47904","6.6","995","","","t","0"
"1929","Manitoba","2016A000246","Beekeepers","Number","223","units ","0","v47855","7.1","2000","","","","0"
"1929","Manitoba","2016A000246","Colonies","Number","223","units ","0","v47865","7.2","33320","","","","0"
"1929","Manitoba","2016A000246","Average yield per colony","Pounds","254","units ","0","v47875","7.3","103","","","t","0"
"1929","Manitoba","2016A000246","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47885","7.4","3426","","","","0"
"1929","Manitoba","2016A000246","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47895","7.5","411","","","","0"
"1929","Manitoba","2016A000246","Value of natural honey and wax","Dollars","81","thousands","3","v47905","7.6","430","","","t","0"
"1929","Saskatchewan","2016A000247","Beekeepers","Number","223","units ","0","v47856","8.1","1240","","","","0"
"1929","Saskatchewan","2016A000247","Colonies","Number","223","units ","0","v47866","8.2","6430","","","","0"
"1929","Saskatchewan","2016A000247","Average yield per colony","Pounds","254","units ","0","v47876","8.3","63","","","t","0"
"1929","Saskatchewan","2016A000247","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47886","8.4","405","","","","0"
"1929","Saskatchewan","2016A000247","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47896","8.5","74","","","","0"
"1929","Saskatchewan","2016A000247","Value of natural honey and wax","Dollars","81","thousands","3","v47906","8.6","78","","","t","0"
"1929","Alberta","2016A000248","Beekeepers","Number","223","units ","0","v47857","9.1","150","","","","0"
"1929","Alberta","2016A000248","Colonies","Number","223","units ","0","v47867","9.2","4560","","","","0"
"1929","Alberta","2016A000248","Average yield per colony","Pounds","254","units ","0","v47877","9.3","114","","","t","0"
