"REF_DATE","GEO","DGUID","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1969","Canada","2016A000011124","Beekeepers","Number","223","units ","0","v47849","1.1","9310","","","","0"
"1969","Canada","2016A000011124","Colonies","Number","223","units ","0","v47859","1.2","419060","","","","0"
"1969","Canada","2016A000011124","Average yield per colony","Pounds","254","units ","0","v47869","1.3","127","","","t","0"
"1969","Canada","2016A000011124","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47879","1.4","53312","","","","0"
"1969","Canada","2016A000011124","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47889","1.5","8817","","","","0"
"1969","Canada","2016A000011124","Value of natural honey and wax","Dollars","81","thousands","3","v47899","1.6","9311","","","t","0"
"1969","Prince Edward Island","2016A000211","Beekeepers","Number","223","units ","0","v47850","2.1","50","","","","0"
"1969","Prince Edward Island","2016A000211","Colonies","Number","223","units ","0","v47860","2.2","600","","","","0"
"1969","Prince Edward Island","2016A000211","Average yield per colony","Pounds","254","units ","0","v47870","2.3","56","","","t","0"
"1969","Prince Edward Island","2016A000211","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47880","2.4","34","","","","0"
"1969","Prince Edward Island","2016A000211","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47890","2.5","9","","","","0"
"1969","Prince Edward Island","2016A000211","Value of natural honey and wax","Dollars","81","thousands","3","v47900","2.6","9","","","t","0"
"1969","Nova Scotia","2016A000212","Beekeepers","Number","223","units ","0","v47851","3.1","320","","","","0"
"1969","Nova Scotia","2016A000212","Colonies","Number","223","units ","0","v47861","3.2","3300","","","","0"
"1969","Nova Scotia","2016A000212","Average yield per colony","Pounds","254","units ","0","v47871","3.3","65","","","t","0"
"1969","Nova Scotia","2016A000212","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47881","3.4","214","","","","0"
"1969","Nova Scotia","2016A000212","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47891","3.5","49","","","","0"
"1969","Nova Scotia","2016A000212","Value of natural honey and wax","Dollars","81","thousands","3","v47901","3.6","51","","","t","0"
"1969","New Brunswick","2016A000213","Beekeepers","Number","223","units ","0","v47852","4.1","290","","","","0"
"1969","New Brunswick","2016A000213","Colonies","Number","223","units ","0","v47862","4.2","1900","","","","0"
"1969","New Brunswick","2016A000213","Average yield per colony","Pounds","254","units ","0","v47872","4.3","68","","","t","0"
"1969","New Brunswick","2016A000213","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47882","4.4","129","","","","0"
"1969","New Brunswick","2016A000213","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47892","4.5","46","","","","0"
"1969","New Brunswick","2016A000213","Value of natural honey and wax","Dollars","81","thousands","3","v47902","4.6","47","","","t","0"
"1969","Quebec","2016A000224","Beekeepers","Number","223","units ","0","v47853","5.1","1390","","","","0"
"1969","Quebec","2016A000224","Colonies","Number","223","units ","0","v47863","5.2","42690","","","","0"
"1969","Quebec","2016A000224","Average yield per colony","Pounds","254","units ","0","v47873","5.3","82","","","t","0"
"1969","Quebec","2016A000224","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47883","5.4","3501","","","","0"
"1969","Quebec","2016A000224","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47893","5.5","980","","","","0"
"1969","Quebec","2016A000224","Value of natural honey and wax","Dollars","81","thousands","3","v47903","5.6","1005","","","t","0"
"1969","Ontario","2016A000235","Beekeepers","Number","223","units ","0","v47854","6.1","2220","","","","0"
"1969","Ontario","2016A000235","Colonies","Number","223","units ","0","v47864","6.2","126570","","","","0"
"1969","Ontario","2016A000235","Average yield per colony","Pounds","254","units ","0","v47874","6.3","71","","","t","0"
"1969","Ontario","2016A000235","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47884","6.4","8986","","","","0"
"1969","Ontario","2016A000235","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47894","6.5","1797","","","","0"
"1969","Ontario","2016A000235","Value of natural honey and wax","Dollars","81","thousands","3","v47904","6.6","1887","","","t","0"
"1969","Manitoba","2016A000246","Beekeepers","Number","223","units ","0","v47855","7.1","800","","","","0"
"1969","Manitoba","2016A000246","Colonies","Number","223","units ","0","v47865","7.2","50000","","","","0"
"1969","Manitoba","2016A000246","Average yield per colony","Pounds","254","units ","0","v47875","7.3","185","","","t","0"
"1969","Manitoba","2016A000246","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47885","7.4","9250","","","","0"
"1969","Manitoba","2016A000246","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47895","7.5","1388","","","","0"
"1969","Manitoba","2016A000246","Value of natural honey and wax","Dollars","81","thousands","3","v47905","7.6","1469","","","t","0"
"1969","Saskatchewan","2016A000247","Beekeepers","Number","223","units ","0","v47856","8.1","1000","","","","0"
"1969","Saskatchewan","2016A000247","Colonies","Number","223","units ","0","v47866","8.2","44000","","","","0"
"1969","Saskatchewan","2016A000247","Average yield per colony","Pounds","254","units ","0","v47876","8.3","197","","","t","0"
"1969","Saskatchewan","2016A000247","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47886","8.4","8668","","","","0"
"1969","Saskatchewan","2016A000247","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47896","8.5","1214","","","","0"
"1969","Saskatchewan","2016A000247","Value of natural honey and wax","Dollars","81","thousands","3","v47906","8.6","1289","","","t","0"
"1969","Alberta","2016A000248","Beekeepers","Number","223","units ","0","v47857","9.1","1400","","","","0"
"1969","Alberta","2016A000248","Colonies","Number","223","units ","0","v47867","9.2","120000","","","","0"
"1969","Alberta","2016A000248","Average yield per colony","Pounds","254","units ","0","v47877","9.3","169","","","t","0"
"1969","Alberta","2016A000248","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47887","9.4","20280","","","","0"
"1969","Alberta","2016A000248","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47897","9.5","2839","","","","0"
"1969","Alberta","2016A000248","Value of natural honey and wax","Dollars","81","thousands","3","v47907","9.6","3040","","","t","0"
"1969","British Columbia","2016A000259","Beekeepers","Number","223","units ","0","v47858","10.1","1840","","","","0"
"1969","British Columbia","2016A000259","Colonies","Number","223","units ","0","v47868","10.2","30000","","","","0"
"1969","British Columbia","2016A000259","Average yield per colony","Pounds","254","units ","0","v47878","10.3","75","","","t","0"
"1969","British Columbia","2016A000259","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47888","10.4","2250","","","","0"
"1969","British Columbia","2016A000259","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47898","10.5","495","","","","0"
"1969","British Columbia","2016A000259","Value of natural honey and wax","Dollars","81","thousands","3","v47908","10.6","514","","","t","0"
"1970","Canada","2016A000011124","Beekeepers","Number","223","units ","0","v47849","1.1","8590","","","","0"
"1970","Canada","2016A000011124","Colonies","Number","223","units ","0","v47859","1.2","407560","","","","0"
"1970","Canada","2016A000011124","Average yield per colony","Pounds","254","units ","0","v47869","1.3","125","","","t","0"
"1970","Canada","2016A000011124","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47879","1.4","51041","","","","0"
"1970","Canada","2016A000011124","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47889","1.5","8269","","","","0"
"1970","Canada","2016A000011124","Value of natural honey and wax","Dollars","81","thousands","3","v47899","1.6","8726","","","t","0"
"1970","Prince Edward Island","2016A000211","Beekeepers","Number","223","units ","0","v47850","2.1","40","","","","0"
"1970","Prince Edward Island","2016A000211","Colonies","Number","223","units ","0","v47860","2.2","500","","","","0"
"1970","Prince Edward Island","2016A000211","Average yield per colony","Pounds","254","units ","0","v47870","2.3","56","","","t","0"
"1970","Prince Edward Island","2016A000211","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47880","2.4","28","","","","0"
"1970","Prince Edward Island","2016A000211","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47890","2.5","8","","","","0"
"1970","Prince Edward Island","2016A000211","Value of natural honey and wax","Dollars","81","thousands","3","v47900","2.6","8","","","t","0"
"1970","Nova Scotia","2016A000212","Beekeepers","Number","223","units ","0","v47851","3.1","290","","","","0"
"1970","Nova Scotia","2016A000212","Colonies","Number","223","units ","0","v47861","3.2","3300","","","","0"
"1970","Nova Scotia","2016A000212","Average yield per colony","Pounds","254","units ","0","v47871","3.3","61","","","t","0"
"1970","Nova Scotia","2016A000212","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47881","3.4","201","","","","0"
"1970","Nova Scotia","2016A000212","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47891","3.5","50","","","","0"
"1970","Nova Scotia","2016A000212","Value of natural honey and wax","Dollars","81","thousands","3","v47901","3.6","52","","","t","0"
"1970","New Brunswick","2016A000213","Beekeepers","Number","223","units ","0","v47852","4.1","280","","","","0"
"1970","New Brunswick","2016A000213","Colonies","Number","223","units ","0","v47862","4.2","1900","","","","0"
"1970","New Brunswick","2016A000213","Average yield per colony","Pounds","254","units ","0","v47872","4.3","68","","","t","0"
"1970","New Brunswick","2016A000213","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47882","4.4","129","","","","0"
"1970","New Brunswick","2016A000213","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47892","4.5","46","","","","0"
"1970","New Brunswick","2016A000213","Value of natural honey and wax","Dollars","81","thousands","3","v47902","4.6","48","","","t","0"
"1970","Quebec","2016A000224","Beekeepers","Number","223","units ","0","v47853","5.1","1450","","","","0"
"1970","Quebec","2016A000224","Colonies","Number","223","units ","0","v47863","5.2","44700","","","","0"
"1970","Quebec","2016A000224","Average yield per colony","Pounds","254","units ","0","v47873","5.3","57","","","t","0"
"1970","Quebec","2016A000224","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47883","5.4","2548","","","","0"
"1970","Quebec","2016A000224","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47893","5.5","764","","","","0"
"1970","Quebec","2016A000224","Value of natural honey and wax","Dollars","81","thousands","3","v47903","5.6","784","","","t","0"
"1970","Ontario","2016A000235","Beekeepers","Number","223","units ","0","v47854","6.1","2180","","","","0"
"1970","Ontario","2016A000235","Colonies","Number","223","units ","0","v47864","6.2","123160","","","","0"
"1970","Ontario","2016A000235","Average yield per colony","Pounds","254","units ","0","v47874","6.3","62","","","t","0"
"1970","Ontario","2016A000235","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47884","6.4","7636","","","","0"
"1970","Ontario","2016A000235","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47894","6.5","1451","","","","0"
"1970","Ontario","2016A000235","Value of natural honey and wax","Dollars","81","thousands","3","v47904","6.6","1523","","","t","0"
"1970","Manitoba","2016A000246","Beekeepers","Number","223","units ","0","v47855","7.1","500","","","","0"
"1970","Manitoba","2016A000246","Colonies","Number","223","units ","0","v47865","7.2","50000","","","","0"
"1970","Manitoba","2016A000246","Average yield per colony","Pounds","254","units ","0","v47875","7.3","186","","","t","0"
"1970","Manitoba","2016A000246","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47885","7.4","9300","","","","0"
"1970","Manitoba","2016A000246","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47895","7.5","1442","","","","0"
"1970","Manitoba","2016A000246","Value of natural honey and wax","Dollars","81","thousands","3","v47905","7.6","1520","","","t","0"
"1970","Saskatchewan","2016A000247","Beekeepers","Number","223","units ","0","v47856","8.1","800","","","","0"
"1970","Saskatchewan","2016A000247","Colonies","Number","223","units ","0","v47866","8.2","43000","","","","0"
"1970","Saskatchewan","2016A000247","Average yield per colony","Pounds","254","units ","0","v47876","8.3","177","","","t","0"
"1970","Saskatchewan","2016A000247","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47886","8.4","7611","","","","0"
"1970","Saskatchewan","2016A000247","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47896","8.5","1035","","","","0"
"1970","Saskatchewan","2016A000247","Value of natural honey and wax","Dollars","81","thousands","3","v47906","8.6","1098","","","t","0"
"1970","Alberta","2016A000248","Beekeepers","Number","223","units ","0","v47857","9.1","1200","","","","0"
"1970","Alberta","2016A000248","Colonies","Number","223","units ","0","v47867","9.2","110000","","","","0"
"1970","Alberta","2016A000248","Average yield per colony","Pounds","254","units ","0","v47877","9.3","184","","","t","0"
"1970","Alberta","2016A000248","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47887","9.4","20240","","","","0"
"1970","Alberta","2016A000248","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47897","9.5","2773","","","","0"
"1970","Alberta","2016A000248","Value of natural honey and wax","Dollars","81","thousands","3","v47907","9.6","2965","","","t","0"
"1970","British Columbia","2016A000259","Beekeepers","Number","223","units ","0","v47858","10.1","1850","","","","0"
"1970","British Columbia","2016A000259","Colonies","Number","223","units ","0","v47868","10.2","31000","","","","0"
"1970","British Columbia","2016A000259","Average yield per colony","Pounds","254","units ","0","v47878","10.3","108","","","t","0"
"1970","British Columbia","2016A000259","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47888","10.4","3348","","","","0"
"1970","British Columbia","2016A000259","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47898","10.5","700","","","","0"
"1970","British Columbia","2016A000259","Value of natural honey and wax","Dollars","81","thousands","3","v47908","10.6","728","","","t","0"
"1971","Canada","2016A000011124","Beekeepers","Number","223","units ","0","v47849","1.1","8630","","","","0"
"1971","Canada","2016A000011124","Colonies","Number","223","units ","0","v47859","1.2","401420","","","","0"
"1971","Canada","2016A000011124","Average yield per colony","Pounds","254","units ","0","v47869","1.3","130","","","t","0"
"1971","Canada","2016A000011124","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47879","1.4","52016","","","","0"
"1971","Canada","2016A000011124","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47889","1.5","10821","","","","0"
"1971","Canada","2016A000011124","Value of natural honey and wax","Dollars","81","thousands","3","v47899","1.6","11291","","","t","0"
"1971","Prince Edward Island","2016A000211","Beekeepers","Number","223","units ","0","v47850","2.1","40","","","","0"
"1971","Prince Edward Island","2016A000211","Colonies","Number","223","units ","0","v47860","2.2","500","","","","0"
"1971","Prince Edward Island","2016A000211","Average yield per colony","Pounds","254","units ","0","v47870","2.3","66","","","t","0"
"1971","Prince Edward Island","2016A000211","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47880","2.4","33","","","","0"
"1971","Prince Edward Island","2016A000211","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47890","2.5","9","","","","0"
"1971","Prince Edward Island","2016A000211","Value of natural honey and wax","Dollars","81","thousands","3","v47900","2.6","9","","","t","0"
"1971","Nova Scotia","2016A000212","Beekeepers","Number","223","units ","0","v47851","3.1","290","","","","0"
"1971","Nova Scotia","2016A000212","Colonies","Number","223","units ","0","v47861","3.2","3400","","","","0"
"1971","Nova Scotia","2016A000212","Average yield per colony","Pounds","254","units ","0","v47871","3.3","69","","","t","0"
"1971","Nova Scotia","2016A000212","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47881","3.4","235","","","","0"
"1971","Nova Scotia","2016A000212","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47891","3.5","59","","","","0"
"1971","Nova Scotia","2016A000212","Value of natural honey and wax","Dollars","81","thousands","3","v47901","3.6","62","","","t","0"
"1971","New Brunswick","2016A000213","Beekeepers","Number","223","units ","0","v47852","4.1","280","","","","0"
"1971","New Brunswick","2016A000213","Colonies","Number","223","units ","0","v47862","4.2","1900","","","","0"
"1971","New Brunswick","2016A000213","Average yield per colony","Pounds","254","units ","0","v47872","4.3","100","","","t","0"
"1971","New Brunswick","2016A000213","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47882","4.4","190","","","","0"
"1971","New Brunswick","2016A000213","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47892","4.5","72","","","","0"
"1971","New Brunswick","2016A000213","Value of natural honey and wax","Dollars","81","thousands","3","v47902","4.6","74","","","t","0"
"1971","Quebec","2016A000224","Beekeepers","Number","223","units ","0","v47853","5.1","1460","","","","0"
"1971","Quebec","2016A000224","Colonies","Number","223","units ","0","v47863","5.2","40970","","","","0"
"1971","Quebec","2016A000224","Average yield per colony","Pounds","254","units ","0","v47873","5.3","62","","","t","0"
"1971","Quebec","2016A000224","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47883","5.4","2540","","","","0"
"1971","Quebec","2016A000224","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47893","5.5","807","","","","0"
"1971","Quebec","2016A000224","Value of natural honey and wax","Dollars","81","thousands","3","v47903","5.6","827","","","t","0"
"1971","Ontario","2016A000235","Beekeepers","Number","223","units ","0","v47854","6.1","2160","","","","0"
"1971","Ontario","2016A000235","Colonies","Number","223","units ","0","v47864","6.2","115000","","","","0"
"1971","Ontario","2016A000235","Average yield per colony","Pounds","254","units ","0","v47874","6.3","63","","","t","0"
"1971","Ontario","2016A000235","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47884","6.4","7245","","","","0"
"1971","Ontario","2016A000235","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47894","6.5","1587","","","","0"
"1971","Ontario","2016A000235","Value of natural honey and wax","Dollars","81","thousands","3","v47904","6.6","1653","","","t","0"
"1971","Manitoba","2016A000246","Beekeepers","Number","223","units ","0","v47855","7.1","500","","","","0"
"1971","Manitoba","2016A000246","Colonies","Number","223","units ","0","v47865","7.2","50000","","","","0"
"1971","Manitoba","2016A000246","Average yield per colony","Pounds","254","units ","0","v47875","7.3","150","","","t","0"
"1971","Manitoba","2016A000246","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47885","7.4","7500","","","","0"
"1971","Manitoba","2016A000246","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47895","7.5","1500","","","","0"
"1971","Manitoba","2016A000246","Value of natural honey and wax","Dollars","81","thousands","3","v47905","7.6","1565","","","t","0"
"1971","Saskatchewan","2016A000247","Beekeepers","Number","223","units ","0","v47856","8.1","800","","","","0"
"1971","Saskatchewan","2016A000247","Colonies","Number","223","units ","0","v47866","8.2","43000","","","","0"
"1971","Saskatchewan","2016A000247","Average yield per colony","Pounds","254","units ","0","v47876","8.3","186","","","t","0"
"1971","Saskatchewan","2016A000247","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47886","8.4","7998","","","","0"
"1971","Saskatchewan","2016A000247","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47896","8.5","1600","","","","0"
"1971","Saskatchewan","2016A000247","Value of natural honey and wax","Dollars","81","thousands","3","v47906","8.6","1672","","","t","0"
"1971","Alberta","2016A000248","Beekeepers","Number","223","units ","0","v47857","9.1","1200","","","","0"
"1971","Alberta","2016A000248","Colonies","Number","223","units ","0","v47867","9.2","115000","","","","0"
"1971","Alberta","2016A000248","Average yield per colony","Pounds","254","units ","0","v47877","9.3","196","","","t","0"
"1971","Alberta","2016A000248","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47887","9.4","22540","","","","0"
"1971","Alberta","2016A000248","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47897","9.5","4283","","","","0"
"1971","Alberta","2016A000248","Value of natural honey and wax","Dollars","81","thousands","3","v47907","9.6","4493","","","t","0"
"1971","British Columbia","2016A000259","Beekeepers","Number","223","units ","0","v47858","10.1","1900","","","","0"
"1971","British Columbia","2016A000259","Colonies","Number","223","units ","0","v47868","10.2","31650","","","","0"
"1971","British Columbia","2016A000259","Average yield per colony","Pounds","254","units ","0","v47878","10.3","118","","","t","0"
"1971","British Columbia","2016A000259","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47888","10.4","3735","","","","0"
"1971","British Columbia","2016A000259","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47898","10.5","904","","","","0"
"1971","British Columbia","2016A000259","Value of natural honey and wax","Dollars","81","thousands","3","v47908","10.6","936","","","t","0"
"1972","Canada","2016A000011124","Beekeepers","Number","223","units ","0","v47849","1.1","8340","","","","0"
"1972","Canada","2016A000011124","Colonies","Number","223","units ","0","v47859","1.2","417300","","","","0"
"1972","Canada","2016A000011124","Average yield per colony","Pounds","254","units ","0","v47869","1.3","121","","","t","0"
"1972","Canada","2016A000011124","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47879","1.4","50599","","","","0"
"1972","Canada","2016A000011124","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47889","1.5","15623","","","","0"
"1972","Canada","2016A000011124","Value of natural honey and wax","Dollars","81","thousands","3","v47899","1.6","16093","","","t","0"
"1972","Prince Edward Island","2016A000211","Beekeepers","Number","223","units ","0","v47850","2.1","40","","","","0"
"1972","Prince Edward Island","2016A000211","Colonies","Number","223","units ","0","v47860","2.2","600","","","","0"
"1972","Prince Edward Island","2016A000211","Average yield per colony","Pounds","254","units ","0","v47870","2.3","93","","","t","0"
"1972","Prince Edward Island","2016A000211","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47880","2.4","56","","","","0"
"1972","Prince Edward Island","2016A000211","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47890","2.5","21","","","","0"
"1972","Prince Edward Island","2016A000211","Value of natural honey and wax","Dollars","81","thousands","3","v47900","2.6","21","","","t","0"
"1972","Nova Scotia","2016A000212","Beekeepers","Number","223","units ","0","v47851","3.1","270","","","","0"
"1972","Nova Scotia","2016A000212","Colonies","Number","223","units ","0","v47861","3.2","3800","","","","0"
"1972","Nova Scotia","2016A000212","Average yield per colony","Pounds","254","units ","0","v47871","3.3","90","","","t","0"
"1972","Nova Scotia","2016A000212","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47881","3.4","342","","","","0"
"1972","Nova Scotia","2016A000212","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47891","3.5","137","","","","0"
"1972","Nova Scotia","2016A000212","Value of natural honey and wax","Dollars","81","thousands","3","v47901","3.6","140","","","t","0"
"1972","New Brunswick","2016A000213","Beekeepers","Number","223","units ","0","v47852","4.1","210","","","","0"
"1972","New Brunswick","2016A000213","Colonies","Number","223","units ","0","v47862","4.2","1950","","","","0"
"1972","New Brunswick","2016A000213","Average yield per colony","Pounds","254","units ","0","v47872","4.3","76","","","t","0"
"1972","New Brunswick","2016A000213","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47882","4.4","148","","","","0"
"1972","New Brunswick","2016A000213","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47892","4.5","64","","","","0"
"1972","New Brunswick","2016A000213","Value of natural honey and wax","Dollars","81","thousands","3","v47902","4.6","66","","","t","0"
"1972","Quebec","2016A000224","Beekeepers","Number","223","units ","0","v47853","5.1","1430","","","","0"
"1972","Quebec","2016A000224","Colonies","Number","223","units ","0","v47863","5.2","46750","","","","0"
"1972","Quebec","2016A000224","Average yield per colony","Pounds","254","units ","0","v47873","5.3","34","","","t","0"
"1972","Quebec","2016A000224","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47883","5.4","1590","","","","0"
"1972","Quebec","2016A000224","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47893","5.5","656","","","","0"
"1972","Quebec","2016A000224","Value of natural honey and wax","Dollars","81","thousands","3","v47903","5.6","664","","","t","0"
"1972","Ontario","2016A000235","Beekeepers","Number","223","units ","0","v47854","6.1","2100","","","","0"
"1972","Ontario","2016A000235","Colonies","Number","223","units ","0","v47864","6.2","103200","","","","0"
"1972","Ontario","2016A000235","Average yield per colony","Pounds","254","units ","0","v47874","6.3","65","","","t","0"
"1972","Ontario","2016A000235","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47884","6.4","6708","","","","0"
"1972","Ontario","2016A000235","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47894","6.5","2147","","","","0"
"1972","Ontario","2016A000235","Value of natural honey and wax","Dollars","81","thousands","3","v47904","6.6","2213","","","t","0"
"1972","Manitoba","2016A000246","Beekeepers","Number","223","units ","0","v47855","7.1","470","","","","0"
"1972","Manitoba","2016A000246","Colonies","Number","223","units ","0","v47865","7.2","51500","","","","0"
"1972","Manitoba","2016A000246","Average yield per colony","Pounds","254","units ","0","v47875","7.3","184","","","t","0"
"1972","Manitoba","2016A000246","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47885","7.4","9476","","","","0"
"1972","Manitoba","2016A000246","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47895","7.5","2843","","","","0"
"1972","Manitoba","2016A000246","Value of natural honey and wax","Dollars","81","thousands","3","v47905","7.6","2924","","","t","0"
"1972","Saskatchewan","2016A000247","Beekeepers","Number","223","units ","0","v47856","8.1","720","","","","0"
"1972","Saskatchewan","2016A000247","Colonies","Number","223","units ","0","v47866","8.2","47000","","","","0"
"1972","Saskatchewan","2016A000247","Average yield per colony","Pounds","254","units ","0","v47876","8.3","182","","","t","0"
"1972","Saskatchewan","2016A000247","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47886","8.4","8554","","","","0"
"1972","Saskatchewan","2016A000247","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47896","8.5","2566","","","","0"
"1972","Saskatchewan","2016A000247","Value of natural honey and wax","Dollars","81","thousands","3","v47906","8.6","2640","","","t","0"
"1972","Alberta","2016A000248","Beekeepers","Number","223","units ","0","v47857","9.1","1200","","","","0"
"1972","Alberta","2016A000248","Colonies","Number","223","units ","0","v47867","9.2","130000","","","","0"
"1972","Alberta","2016A000248","Average yield per colony","Pounds","254","units ","0","v47877","9.3","155","","","t","0"
"1972","Alberta","2016A000248","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47887","9.4","20150","","","","0"
"1972","Alberta","2016A000248","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47897","9.5","6045","","","","0"
"1972","Alberta","2016A000248","Value of natural honey and wax","Dollars","81","thousands","3","v47907","9.6","6244","","","t","0"
"1972","British Columbia","2016A000259","Beekeepers","Number","223","units ","0","v47858","10.1","1900","","","","0"
"1972","British Columbia","2016A000259","Colonies","Number","223","units ","0","v47868","10.2","32500","","","","0"
"1972","British Columbia","2016A000259","Average yield per colony","Pounds","254","units ","0","v47878","10.3","110","","","t","0"
"1972","British Columbia","2016A000259","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47888","10.4","3575","","","","0"
"1972","British Columbia","2016A000259","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47898","10.5","1144","","","","0"
"1972","British Columbia","2016A000259","Value of natural honey and wax","Dollars","81","thousands","3","v47908","10.6","1181","","","t","0"
"1973","Canada","2016A000011124","Beekeepers","Number","223","units ","0","v47849","1.1","8880","","","","0"
"1973","Canada","2016A000011124","Colonies","Number","223","units ","0","v47859","1.2","437910","","","","0"
"1973","Canada","2016A000011124","Average yield per colony","Pounds","254","units ","0","v47869","1.3","125","","","t","0"
"1973","Canada","2016A000011124","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47879","1.4","54629","","","","0"
"1973","Canada","2016A000011124","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47889","1.5","25185","","","","0"
"1973","Canada","2016A000011124","Value of natural honey and wax","Dollars","81","thousands","3","v47899","1.6","25835","","","t","0"
"1973","Prince Edward Island","2016A000211","Beekeepers","Number","223","units ","0","v47850","2.1","60","","","","0"
"1973","Prince Edward Island","2016A000211","Colonies","Number","223","units ","0","v47860","2.2","630","","","","0"
"1973","Prince Edward Island","2016A000211","Average yield per colony","Pounds","254","units ","0","v47870","2.3","100","","","t","0"
"1973","Prince Edward Island","2016A000211","Production of natural honey, total [16133111]","Pounds","254","thousands","3","v47880","2.4","63","","","","0"
"1973","Prince Edward Island","2016A000211","Value of natural honey, total [16133111]","Dollars","81","thousands","3","v47890","2.5","30","","","","0"
